Tweet ID,User ID,Bullying_Traces?,Type,Form,Teasing?,Author_Role,Emotion
102821471642062849,223852913,y,accusation,other,y,accuser,none
108765071395655680,39955613,n,,,,,
100279498263638016,22147602,n,,,,,
104240118818291712,283175818,n,,,,,
104678160460820480,81249556,n,,,,,
106719245764788225,280897988,n,,,,,
104310338081660928,166190767,n,,,,,
105239503526043649,199288197,y,self-disclosure,other,n,victim,relief
108540719953739776,17234598,n,,,,,
108565124180226048,193300181,n,,,,,
106030123865739265,284534124,n,,,,,
102929080126685185,213775109,n,,,,,
103294560259682304,225467762,n,,,,,
105846455754964993,279594353,n,,,,,
103736504534302720,354153517,y,self-disclosure,other,n,defender,none
108493220312383488,180813638,n,,,,,
103526497096187904,30806764,n,,,,,
106155330051903489,93410354,n,,,,,
104719599265783809,7233652,y,self-disclosure,other,n,defender,none
106144907848196096,67324537,n,,,,,
107987147990106112,326990654,n,,,,,
108121894066204674,358474782,n,,,,,
106602848489451520,233918001,n,,,,,
103926466609295361,182187424,n,,,,,
108653637261209601,61233101,y,report,other,n,reporter,none
101749937431261184,353194345,n,,,,,
108939313525440512,301137211,n,,,,,
100140283836104704,73545301,n,,,,,
100648745603043329,156734144,n,,,,,
101335166525513728,138503909,n,,,,,
101794103318159360,181385179,n,,,,,
106025454883971072,57778752,n,,,,,
108513703422468096,149664572,n,,,,,
108636558881599489,297529823,n,,,,,
107988790777356290,66215035,y,self-disclosure,other,y,victim,none
101483313612587008,94043537,y,accusation,other,n,accuser,anger
102219441806376961,172776701,n,,,,,
103969264553299969,279188342,n,,,,,
104192446883303424,59948542,n,,,,,
101384670347931648,301155538,y,self-disclosure,other,n,victim,none
105689722332004352,195446536,n,,,,,
108665411163267073,187546793,n,,,,,
100646952940740608,66180482,n,,,,,
101005489915166722,226218665,n,,,,,
107097159303827456,359830390,n,,,,,
101008486179160064,153284292,n,,,,,
101678557083877376,38703653,y,accusation,other,y,accuser,none
100659773472653312,53960019,n,,,,,
104269554640883712,233240424,n,,,,,
105668341208854528,244817702,n,,,,,
103298006077538305,141075053,y,self-disclosure,other,n,victim,none
106238594515079169,37868690,n,,,,,
107184248636702721,53460469,n,,,,,
108415123839913984,24828721,y,self-disclosure,other,n,victim,sadness
108494744417611776,56054309,n,,,,,
106775651264110592,321176133,n,,,,,
101301835607977985,118959423,n,,,,,
104182282394402816,104360733,n,,,,,
107762666738683904,106792949,y,denial,other,n,victim,none
106705407594070016,41126331,n,,,,,
102531310492450816,91012437,n,,,,,
103301172403769344,72675900,n,,,,,
103881668535914497,20109343,n,,,,,
108404942355697664,320924627,n,,,,,
101379514747199488,15501305,n,,,,,
107973526174179328,31554641,y,report,other,n,reporter,none
105107028879482880,137407641,n,,,,,
105850007181213696,109805640,n,,,,,
106751303014813696,29421304,n,,,,,
102529264439660544,134210251,n,,,,,
102743711582142464,148416317,n,,,,,
102848111680045057,305564466,y,self-disclosure,other,n,defender,none
104993775570526208,243757244,n,,,,,
105781984458055680,149347575,n,,,,,
107083900584603648,124852884,n,,,,,
101896705531838464,43397255,n,,,,,
104000335592439808,98761350,n,,,,,
105692776271843329,133732887,n,,,,,
105783422085103616,55269438,n,,,,,
106874761732292608,242458169,y,accusation,other,n,accuser,none
100669144365674497,243858052,y,accusation,other,y,accuser,none
101450786248212480,210176438,n,,,,,
103572152313331712,187977029,n,,,,,
109026169298497536,357183125,n,,,,,
102549173668294656,323321322,n,,,,,
103111053377929216,163144222,y,self-disclosure,other,n,victim,none
107177093162483713,127625761,n,,,,,
108196648378839040,239481491,n,,,,,
102630777363234816,306001774,n,,,,,
105124970711105539,172149255,n,,,,,
105466990986141696,106335199,n,,,,,
100989100592599040,129903842,y,self-disclosure,other,n,defender,empathy
101469251923230721,177387142,n,,,,,
101841358007971840,212357588,n,,,,,
109103477866762240,75077357,n,,,,,
101412462523461632,304698316,y,self-disclosure,physical,n,victim,none
106297618698731520,297269612,y,self-disclosure,other,n,victim,sadness
108961899621789696,248892527,y,report,other,n,reporter,none
103750668170444800,233568916,n,,,,,
101456647330865152,60352762,n,,,,,
101499780613685249,309374000,n,,,,,
108213945730482176,63125455,y,self-disclosure,other,n,defender,none
106039023943942144,113866343,y,self-disclosure,other,n,bully,none
106085303063810048,210841544,n,,,,,
108638723868069889,248952808,n,,,,,
109022869564043264,312811873,n,,,,,
101010060557299712,328722660,n,,,,,
103510524691623938,59044624,y,report,other,n,reporter,none
104099884206002177,248078469,y,self-disclosure,other,n,victim,none
100676606984597504,190932901,n,,,,,
103292290423984128,49462902,y,report,other,n,reporter,none
104741285600047104,262914441,y,self-disclosure,other,n,defender,none
108698411410276352,254264082,n,,,,,
100267985662509057,100990234,n,,,,,
105766860124983297,101938638,n,,,,,
101490272122314752,322301883,n,,,,,
107524619417821184,297608762,y,accusation,other,y,accuser,none
107960533910691841,359672504,n,,,,,
104871679968284672,245791217,n,,,,,
105805707600863232,56124649,n,,,,,
102002576534409216,350026679,y,report,other,n,reporter,none
103152108387303424,236866301,n,,,,,
108163965749698560,59820085,n,,,,,
108761956445458432,24202929,n,,,,,
104343923446648833,195969857,n,,,,,
108703628696616960,100086004,n,,,,,
108950295761002496,19431976,n,,,,,
109098233137082368,363493979,y,self-disclosure,other,n,victim,none
103511506330714112,29846270,n,,,,,
105761192269721600,168851358,y,self-disclosure,other,n,defender,none
104619665032085504,351209780,n,,,,,
103097898278993920,38228165,y,self-disclosure,other,n,victim,sadness
105434008657211392,295895603,n,,,,,
108222328235761664,164486284,y,self-disclosure,other,n,victim,none
103117271785930753,312958673,n,,,,,
104019461287329792,343522479,n,,,,,
104997458282676224,104670896,y,self-disclosure,other,n,bully,none
108036659697811456,69800288,y,self-disclosure,other,n,defender,empathy
100269905982668801,80169437,n,,,,,
103400962357600257,8116082,n,,,,,
104033713058353152,338174714,n,,,,,
106050207476752385,333613320,n,,,,,
104052222920376321,34170132,n,,,,,
102443901415206913,130522245,n,,,,,
102606116449566720,179570413,n,,,,,
103326291289325568,246904112,n,,,,,
109093472845312000,295410899,y,self-disclosure,other,n,victim,none
103512154174529536,53158759,y,self-disclosure,other,y,bully,none
103905926033055744,41167377,y,self-disclosure,other,n,victim,none
101708881255866368,86191624,n,,,,,
102526251826282496,82960648,y,self-disclosure,other,n,bully,none
102236564091973632,60206837,n,,,,,
102544753048035329,185466563,y,report,other,n,reporter,none
107308026230358016,235393532,n,,,,,
108288834495709184,20770172,n,,,,,
101024982536163329,42273680,n,,,,,
101734861127159808,222853108,y,report,cyberbullying,n,reporter,none
104067629576232960,305250835,y,self-disclosure,other,n,victim,none
102145400827420672,75821585,y,accusation,other,n,accuser,none
103508658742235137,337239157,n,,,,,
107583934933630976,143626623,n,,,,,
103161128187731968,301063522,y,self-disclosure,other,n,victim,none
104788425256878080,155489051,n,,,,,
109069736167481344,116262393,n,,,,,
100190763081674752,17749464,n,,,,,
108420861597458432,84780749,n,,,,,
104774833098858496,64664329,n,,,,,
108336351883182080,74732887,n,,,,,
102123002128384000,319357583,y,accusation,other,n,accuser,none
102169567207493632,45963855,n,,,,,
108543994992132096,43677200,n,,,,,
101479204327141376,253852363,n,,,,,
102158976891895809,29802922,y,self-disclosure,other,n,victim,none
105967087188578304,217848264,y,report,other,n,reporter,none
106102961742159872,274223364,y,self-disclosure,other,n,victim,none
109034685186842625,363943355,y,report,other,n,reporter,none
101765823982616576,55275182,n,,,,,
102360756888158208,77088569,n,,,,,
103597162692231169,94681830,n,,,,,
103821672154537984,24316130,n,,,,,
100652042359545856,219743538,y,report,cyberbullying,n,reporter,anger
104993979937988608,62967393,n,,,,,
107921928823644160,261847118,n,,,,,
100674967234031617,237346544,n,,,,,
101535408420167680,28202236,y,report,other,n,reporter,none
106125095495405568,3634851,n,,,,,
102807612344635395,30045651,n,,,,,
105722041403052032,36988210,n,,,,,
105128683186036736,267422255,n,,,,,
106788176563150848,155746163,y,report,other,n,reporter,none
107508131021590529,152344539,y,self-disclosure,other,n,defender,none
107607892303163392,117211599,n,,,,,
101766721039368194,328509751,n,,,,,
105283603965026305,179471412,n,,,,,
106860609005555712,317903823,y,accusation,other,n,accuser,none
101511291172175872,16428795,n,,,,,
101353399970308096,271240396,n,,,,,
100704750764437504,71055339,n,,,,,
105171708499066880,315670739,y,accusation,other,y,accuser,none
108749234643279872,55913896,n,,,,,
103186072154021888,190348057,n,,,,,
103680802889535488,312458080,n,,,,,
101313592766373888,109276155,n,,,,,
103297536856559616,233205891,n,,,,,
108778653466365952,20982049,n,,,,,
103140368387809280,43453959,n,,,,,
103575842969489408,220722539,y,report,other,n,reporter,sadness
107777398455537665,171080950,y,self-disclosure,other,n,victim,none
108870460149727232,88895058,y,report,other,n,reporter,none
102334832918536192,204194376,y,accusation,other,n,accuser,none
102503480199086081,58066831,n,,,,,
105440258530881536,231220090,n,,,,,
101500859426418688,326466986,n,,,,,
101892276149690368,16373413,n,,,,,
103640028944670720,197540994,n,,,,,
104646869950529536,49694027,n,,,,,
105736729050361857,59309173,n,,,,,
108244386474758144,108385213,n,,,,,
100654215394889729,326629041,n,,,,,
104130174437687296,145445749,n,,,,,
104566854982443008,249651341,y,self-disclosure,property damage,n,bully,none
100620966287245313,313842361,n,,,,,
100699391140167680,119535008,y,accusation,other,n,accuser,none
102647480503644160,134314413,y,self-disclosure,property damage,n,victim,none
103876347067240448,56411340,n,,,,,
108704754355544064,26563393,y,accusation,cyberbullying,n,accuser,none
102758626673967104,225604233,n,,,,,
107224608557641728,274622585,y,denial,other,n,bully,none
107313172238708736,46552104,y,report,other,y,reporter,none
102524454965477376,36583324,n,,,,,
100161900918214656,264573713,y,report,other,n,reporter,none
100998069209931777,171933250,y,report,other,n,reporter,none
108598306434859009,91100805,y,self-disclosure,other,n,bully,sadness
100591767887421440,260319713,n,,,,,
103033971381780480,352724733,y,report,other,n,reporter,none
105658147703767040,94529016,n,,,,,
106472932410277888,55985367,n,,,,,
102999732833615872,273496113,n,,,,,
105600476384477184,37105826,n,,,,,
106333546418946048,145021202,n,,,,,
102902431557488640,35059775,n,,,,,
106516667328237568,343843034,n,,,,,
108727740689170432,183879763,n,,,,,
100269489618305024,295705468,n,,,,,
105594234085720064,160782703,y,self-disclosure,cyberbullying,n,victim,none
108000871002013697,345730984,n,,,,,
108004614120538113,120502887,n,,,,,
108009866609700864,286921137,n,,,,,
104079572361949184,138065558,y,accusation,other,n,accuser,none
104883593838477312,336284331,y,self-disclosure,other,y,victim,none
108942502467346432,174041191,n,,,,,
104075767012536320,147584499,y,report,other,n,reporter,none
106222884292272128,73586523,n,,,,,
108305185968898048,114624280,n,,,,,
101470575180001281,227769339,n,,,,,
104682323122982913,17464332,y,report,other,n,reporter,none
108542902069772289,323713254,y,self-disclosure,other,n,bully,pride
100284006293192704,330473896,n,,,,,
102014053332959232,147461283,n,,,,,
103481163393400833,25657530,y,report,other,y,reporter,none
105552754600194048,22917292,n,,,,,
105961229364895744,75513717,n,,,,,
109018381243518976,347381953,n,,,,,
102957056163708928,14913657,n,,,,,
100299171533307904,301058349,y,accusation,other,n,accuser,none
100639892966617088,270608146,n,,,,,
102409107490881536,43730951,n,,,,,
102513926402613248,61462546,n,,,,,
103272360920092672,274160958,n,,,,,
106581082920587264,348916045,n,,,,,
107128416230326272,17098986,y,report,other,n,reporter,none
100267880440004608,121164497,n,,,,,
101668498572451841,46037636,n,,,,,
106041852112797697,98499406,n,,,,,
101875398668857345,283265627,n,,,,,
106388838099861504,129456828,n,,,,,
103852000931889152,52483083,y,accusation,other,n,accuser,anger
107494368633552896,345213939,y,self-disclosure,other,n,victim,none
102482023742054400,37798992,y,accusation,other,y,accuser,none
108170679609851904,60190995,n,,,,,
104753677302120448,286786961,n,,,,,
106003451959451648,84604719,y,denial,other,n,bully,none
103253185711456256,241602046,n,,,,,
101016057950646273,177972176,n,,,,,
101974095427670016,54176526,n,,,,,
102052119061864449,196815336,n,,,,,
103333329700528128,256775865,y,self-disclosure,other,n,victim,none
105129908954611712,79283126,y,report,other,n,reporter,none
102564279655477248,318089417,n,,,,,
108097100981608448,191795989,y,report,other,n,reporter,none
103719288115970049,62848138,n,,,,,
104388616461094913,242061429,y,accusation,other,y,accuser,none
100314778156806144,320627880,n,,,,,
100379740942241792,61908686,y,accusation,other,n,accuser,none
101735456084996098,83417043,y,denial,other,y,bully,none
103716353550200832,261909301,y,accusation,other,n,accuser,none
102154099805523968,64575921,y,report,verbal,n,reporter,none
108621410011844610,2270051,n,,,,,
102064950775779328,322791765,n,,,,,
108503825660395520,221006908,n,,,,,
103595112256376834,15963774,n,,,,,
107268804744196097,16755715,y,self-disclosure,other,n,victim,none
107611833703202816,27154623,n,,,,,
101467014152982529,261942365,y,self-disclosure,verbal,n,victim,anger
104785436215476224,84244872,n,,,,,
104189820905066499,62967265,n,,,,,
102338114521010177,149933177,n,,,,,
108146843740934144,63929772,y,report,other,n,reporter,none
101947933766856704,105744774,y,self-disclosure,other,n,victim,none
103999998290698240,56866867,n,,,,,
102361955922227200,36479492,n,,,,,
108011015886741504,339488329,y,cyberbullying,verbal,y,victim,none
108247239046086656,296144496,n,,,,,
109128111286788096,357070987,y,self-disclosure,other,n,victim,none
102559381895385088,304117147,n,,,,,
107963829350187009,342490905,y,self-disclosure,other,n,victim,none
100349952340922368,138819804,n,,,,,
106432747123384320,324735838,n,,,,,
106388116859924482,49259024,n,,,,,
106857257089765376,230708815,n,,,,,
107965455666393089,100077761,n,,,,,
104133523530719232,100486419,n,,,,,
105748774386806785,143223033,n,,,,,
106881201767325696,115770285,y,accusation,other,n,accuser,none
100284224363429888,309160303,n,,,,,
106491615908085760,66429734,y,report,other,n,reporter,none
107475920973086720,192431519,n,,,,,
101720051027156993,67952424,n,,,,,
102270211994034176,65974777,n,,,,,
103453815772168193,95240941,y,self-disclosure,other,n,victim,none
101426533947813888,84208239,y,report,other,n,reporter,none
103586838391947265,174406138,y,self-disclosure,other,n,victim,none
106083278129348608,70229689,n,,,,,
100576879228100609,203244428,n,,,,,
104579396190474240,89721062,n,,,,,
105748775804469248,212801021,n,,,,,
109086341849030656,244369556,n,,,,,
102459163208204288,105815996,n,,,,,
105591610502422528,308198315,n,,,,,
107608458337071104,190310008,n,,,,,
100607317552267264,15379873,y,self-disclosure,cyberbullying,n,bully,none
104291846452285440,57322324,y,report,other,n,reporter,none
107304989298393088,108556210,y,self-disclosure,verbal,y,defender,none
101357276404789248,214279710,n,,,,,
105503621281611777,330090832,y,report,physical,y,reporter,none
101707551346925569,136360376,n,,,,,
104204899134353408,90850151,n,,,,,
104639058256465921,46822887,n,,,,,
106226651477708801,129621181,n,,,,,
108713417606561792,38910135,n,,,,,
101690539421863936,86962123,n,,,,,
103190292026494976,20957347,y,self-disclosure,other,n,victim,sadness
106113866781560832,330523876,n,,,,,
108651944393969664,283743944,y,denial,other,n,bully,none
101949348434284544,94912172,n,,,,,
103577270043688960,110555902,n,,,,,
103998015513165826,151136369,n,,,,,
104374868975431681,64909297,n,,,,,
102115692576391168,57026075,y,self-disclosure,other,n,victim,anger
107648781767544832,19555901,n,,,,,
105419676720439297,56526010,n,,,,,
105767187247136768,54990349,n,,,,,
106382369937825792,233635512,n,,,,,
106933285317394432,81856030,n,,,,,
107101253061984256,99993914,n,,,,,
101862887135518720,288985838,y,report,other,n,reporter,none
106263744774021120,28185353,n,,,,,
100296231934377989,276556592,y,denial,other,n,bully,none
100985753965838336,138176966,n,,,,,
101968744955383808,347777843,n,,,,,
104162213962592256,100399532,n,,,,,
106493122346885121,166657245,n,,,,,
108644612293402625,177298266,n,,,,,
100284231414054912,240423088,n,,,,,
100701601412554753,241364909,n,,,,,
103999868032385024,52172089,y,accusation,other,n,accuser,none
106287565178548224,33273844,y,accusation,other,y,accuser,none
108739713350897665,52523494,n,,,,,
102328276634173441,57869243,n,,,,,
107083440184238080,185622629,n,,,,,
108165545135837185,81477506,n,,,,,
108228194213179393,126803250,n,,,,,
107289676553007104,39083471,n,,,,,
104578777341894659,97397561,n,,,,,
106903776950108160,139418776,n,,,,,
108348059657838592,343919654,y,self-disclosure,other,y,bully,none
108010144616550400,348682185,y,self-disclosure,other,n,victim,none
101519641423253504,334414624,y,self-disclosure,other,n,victim,sadness
101740479141515264,181959418,n,,,,,
102392880030683136,349105744,y,self-disclosure,other,y,defender,none
102973600243523585,285531620,y,accusation,other,n,accuser,none
106171321460867072,253746942,y,self-disclosure,other,n,victim,none
101708634240729088,109990173,n,,,,,
102068601430872064,121914133,y,report,other,n,reporter,none
105160575692185600,23458242,n,,,,,
100645891253338112,26720456,n,,,,,
101638816841990144,315256387,n,,,,,
105008343424307200,336913309,n,,,,,
106738581149716480,337989843,n,,,,,
107118730848374785,36911064,n,,,,,
103966894725398528,97282015,n,,,,,
105372057461735424,322202767,n,,,,,
106792872891781122,82844222,n,,,,,
108596961548042240,272643361,n,,,,,
104054854036635648,134695291,n,,,,,
104331327649755136,52284370,n,,,,,
104425742347149312,354787819,n,,,,,
100655629135384576,189353323,n,,,,,
104347964176220160,83272729,n,,,,,
104354165760864256,341319526,n,,,,,
100433186303119360,265258687,y,self-disclosure,other,n,victim,none
104277791448645632,266098570,n,,,,,
107483012735844353,333685983,n,,,,,
109097195076190208,222275837,y,self-disclosure,other,n,bully,none
103660927131455488,32120754,n,,,,,
104937496504315906,123180764,n,,,,,
105997845311655936,254659443,n,,,,,
106350098052694018,261763871,n,,,,,
107088394177359873,33886204,n,,,,,
101661642630238208,272277273,n,,,,,
102261706230734848,309104514,n,,,,,
103174042059677697,236622510,n,,,,,
104306460766384128,191658068,n,,,,,
105389314569023488,332975018,n,,,,,
105724713405399040,349741943,n,,,,,
103921751498555392,194661062,n,,,,,
101463702892584960,284382132,y,self-disclosure,other,n,defender,none
104943406177976320,234333183,n,,,,,
103281390916866048,150801728,n,,,,,
104886592128294912,20183602,n,,,,,
105444768116514816,293223424,n,,,,,
108032322682630144,328222138,y,accusation,other,n,accuser,none
101771921825333248,348045338,n,,,,,
104749061550256129,164505924,n,,,,,
108182496914587648,107901744,n,,,,,
100267452637773825,128056306,n,,,,,
109028075420913665,130977029,y,self-disclosure,other,y,victim,none
100611519338913792,166750403,y,report,other,n,reporter,sadness
108525322449858560,217184600,n,,,,,
103146347267489793,176953040,n,,,,,
106170024061976576,149982753,n,,,,,
107578336842219520,298051515,y,denial,other,n,bully,none
108582156443463680,284039957,n,,,,,
103160698615504897,142349194,n,,,,,
103263158235435008,158553986,n,,,,,
104938200375640067,127726322,n,,,,,
105432928586170369,133068945,y,report,other,n,reporter,none
105836687019622400,32500626,n,,,,,
108032145603301376,291724846,n,,,,,
101478090705879041,152472761,n,,,,,
102543015549222912,279139616,n,,,,,
102160685722640386,285832025,n,,,,,
108685263932366848,290612463,y,self-disclosure,cyberbullying,n,victim,none
102795436213022721,332593669,n,,,,,
104696552550965249,101075559,n,,,,,
108616946081218560,302952393,y,accusation,other,n,accuser,none
108967162009501696,358368837,y,self-disclosure,physical,y,victim,none
101008493435305984,149325637,n,,,,,
101820212868939777,337332746,y,report,other,n,reporter,none
102899269400403969,249392033,n,,,,,
106052274966638592,22999809,n,,,,,
107897784560132096,279904189,n,,,,,
101789959329030144,25976850,n,,,,,
101959198732058624,133099857,y,report,physical,n,reporter,none
102667134336905216,316680553,y,report,other,n,reporter,none
105178221896671232,302706301,y,report,other,n,reporter,none
105615274283249664,134406326,n,,,,,
101455569122107394,208773025,n,,,,,
104299090631868417,33814397,n,,,,,
108667564900622336,65202118,y,self-disclosure,other,n,victim,none
102835601451122688,209998638,y,self-disclosure,other,y,victim,none
108226226258313217,37627349,n,,,,,
101684638333935616,232793784,n,,,,,
102025782976720897,39215832,n,,,,,
102945352931479553,35926865,n,,,,,
107882730859147264,312922466,y,report,other,y,reporter,none
108846871165927424,64222355,y,report,other,n,reporter,none
104327083781652480,266275747,n,,,,,
104910528555663361,48234164,n,,,,,
106167556355801088,276129382,y,self-disclosure,other,n,victim,none
106479431454953472,301753628,n,,,,,
100678085166379008,44768272,n,,,,,
104302551826042880,38101611,n,,,,,
106578643945390080,67853223,n,,,,,
100978312372953088,169334267,n,,,,,
102867140608139264,95340000,n,,,,,
104945978813063170,310617610,n,,,,,
108740913878151168,186066215,n,,,,,
101549371606310912,340231554,n,,,,,
102046868187516928,40496312,n,,,,,
104945994482974721,25796243,n,,,,,
105146052822302722,306929978,n,,,,,
107957858724872192,74566307,y,accusation,other,y,accuser,none
102060997623300096,283156870,y,report,other,n,reporter,none
105425302548779008,223475484,n,,,,,
107918746487754752,252214848,n,,,,,
105499354151911424,190538939,y,self-disclosure,other,n,victim,none
105813684638593024,189394410,n,,,,,
104371425728667649,237826854,n,,,,,
106489340020002816,107748457,n,,,,,
108866064921800704,362477202,y,report,cyberbullying,n,reporter,none
104247266952478720,130877774,n,,,,,
104877521178333184,65137327,y,accusation,other,y,accuser,none
106783522785730560,199451704,n,,,,,
101024152793792512,154283115,n,,,,,
101442273434288129,71571107,y,report,other,n,reporter,none
102546123742384128,264086682,n,,,,,
106115506414698497,274223364,n,,,,,
103888870243971072,259342517,n,,,,,
105724574972383232,70172914,n,,,,,
105990019029794818,283010339,y,self-disclosure,other,n,bully,none
107876760821051392,328321464,n,,,,,
102737407081848834,290632487,n,,,,,
102850603000135681,322669111,n,,,,,
106397137285292032,32773428,n,,,,,
109075860769869824,70252763,n,,,,,
104389649753059328,295235514,n,,,,,
104984624287072256,60367765,n,,,,,
106851804679122944,272764215,n,,,,,
107543588367368192,148827507,n,,,,,
106805030799159297,201436065,n,,,,,
102756793435951104,33407615,n,,,,,
103578899417546752,151712278,n,,,,,
107406168841924608,100993913,n,,,,,
103269309777842177,55832805,y,report,other,n,reporter,none
103736890473189376,19115828,y,self-disclosure,other,n,victim,none
103957648327720960,72251982,y,self-disclosure,other,n,victim,none
104972096752463872,148705911,n,,,,,
104916290199756800,53681043,n,,,,,
104731819232067584,101874979,n,,,,,
105687699519844352,165608723,n,,,,,
106446498526531584,252237835,n,,,,,
101359675185967104,20691360,n,,,,,
102559462358913024,66781571,n,,,,,
108429959932030976,75467205,n,,,,,
105806650857881600,212699873,n,,,,,
106390209519820800,116990525,n,,,,,
100379010667773952,35684675,y,report,other,n,reporter,none
101454376446603264,34326214,y,report,other,n,reporter,none
104563211243753472,116213278,n,,,,,
105786052123435008,128042880,y,report,other,n,reporter,none
108260171066769408,89963808,n,,,,,
103921493007798272,15954236,n,,,,,
103962059485614080,330556769,y,self-disclosure,other,n,defender,none
106144301628665856,26672798,n,,,,,
106611283146715136,149225832,n,,,,,
103128559241003009,341709503,y,self-disclosure,other,n,victim,none
105743425973919744,307527218,n,,,,,
106901089948934144,329942256,n,,,,,
107713885393530880,86774071,y,self-disclosure,other,n,bully,none
108711964745805824,338493896,n,,,,,
101511220368117760,47907042,y,report,other,n,reporter,none
103580957122113536,108111739,n,,,,,
107996599069839360,337222690,n,,,,,
101821358731825152,327571095,n,,,,,
104981143119593473,320021785,n,,,,,
108839514021167104,18525497,n,,,,,
105025669255270401,354075754,n,,,,,
106043507743002624,210479772,y,self-disclosure,cyberbullying,n,victim,none
107510903590764545,245186666,n,,,,,
105692310574071809,187042935,n,,,,,
107431720453804032,324176876,n,,,,,
100337580842811392,218667809,n,,,,,
104705638688497665,68300817,n,,,,,
106946657895186432,174264901,y,report,other,y,reporter,none
108397643125899264,116555869,y,self-disclosure,verbal,n,victim,anger
101491460481888256,56443257,y,accusation,other,n,accuser,anger
106381557203337216,37368354,n,,,,,
103060878286532608,69713990,n,,,,,
103261531134898176,31292928,n,,,,,
104296237481721856,175938819,n,,,,,
104732426449858561,148010736,n,,,,,
106037517870039041,127623224,n,,,,,
107317842512322561,193131588,y,self-disclosure,other,n,victim,sadness
108339397979676672,76729455,n,,,,,
101968458497007616,338653839,y,report,other,n,reporter,none
102548186366885888,103713441,n,,,,,
105743342813450240,81620216,y,accusation,other,n,accuser,none
103151022851108864,199080999,n,,,,,
102798564857618433,102897357,n,,,,,
106713232261132290,34875885,n,,,,,
103394952297463808,133262988,y,accusation,other,n,accuser,none
