Tweet ID,User ID,Bullying_Traces?,Type,Form,Teasing?,Author_Role,Emotion,Text
103925126613045250,14721679,y,self-disclosure,other,n,victim,none,http://t.co/nbBZDxf Please help to stop workplace bullying
105829798315696128,92643652,n,,,,,,#gymflow as my sister just showed off her push to start kia! Def gonna have to get something new soon! Or just bully hers
101470751672107010,267800315,n,,,,,,"@bellathorne143 i herd that you got bullied when you was 6 years old and i feel bad,are you ok"
104940761937743874,40004611,n,,,,,,"@littlecbeadles Stop Bullying !!! I LOVE YOU SO MUCH,FOLLOW ME PLASE? #yesIcan 59"
106585060307775489,361673222,y,self-disclosure,other,n,victim,none,"BETTER ANTI-BULLYING AD SLOGANS: Hey, Bullies. Since it HAS to be you our us, we'll send flowers"
101677159214612480,322988853,n,,,,,,"This year's bully target : the shah rukh khan wannabe, @DikFerr muahahaha http://t.co/oWwfWvy"
104295456787533824,233093898,n,,,,,,#SleepnSync: Make sure that your child is being bullied and not just bothered in a non-recurring way. #Bullying http://ow.ly/6ajMN
105058059436560384,48715116,n,,,,,,@LordFIMM @bentleysbird @candida6 I unfollowed AvonSpurs a few days ago as believe he's  a cyber bully & a complete cock. I stand by it.
100994011858354176,235740563,n,,,,,,"i think teuk went to hit someone because someone was bullying donghae? then when they went back, manager-hyun… (cont) http://t.co/9OtXplM"
101344125294620673,52085663,n,,,,,,"Also started Bully: Scholarship edition today... Ok game. It's definately got the fun factor, can see it getting old quickly."
109075882429259776,15231049,n,,,,,,@lifeofagreat1 gamestop bully
100301798807576576,251754874,n,,,,,,"De Gea needs to eat some pies, gonna get bullied on crosses and corners"
102196835317325825,275784822,y,report,other,n,reporter,none,@FcSmiliebers vc sofres bullying
104172001232568320,109381827,n,,,,,,"@ryanbyrd @arkychicky maybe ""bullying"" is a better word than ""internet rape""?"
104199536133668864,1380901,n,,,,,,@kieran_yates I know - so cute. Love the way he spinelessly dives in to being a bully to win the girl!
101370759234060289,175925194,n,,,,,,America;the bully.
104563058826936321,119585360,n,,,,,,"My 6 yo son is being bullied. It's really hard to know what to do. I'm shocked that it happens this early, this young. #canofbullies"
106005555323211776,240649584,n,,,,,,@Waterfalls_Mh bully
106878682320220160,290573230,n,,,,,,I favorited a @YouTube video http://t.co/gwAHqri Bully Cat Stuffs Cat In Box
109004189170016256,335990854,n,,,,,,@randvalentine seriously lol how ppl tryna bully there ?? Takin lunch money or what
100335301150507008,126301524,y,denial,other,n,bully,none,[110830/TRANS] Strong Heart - Donghae Being Bullied - vampiremochi: Awwww… Teukie hyung~~~ poor nano ~~~... http://t.co/JIAjHWj
107585663158861824,328595277,n,,,,,,[EN] Conservative MP’s Family Falls Victim to Online Bullying: http://t.co/emqbRt0
100254756332769280,108461242,n,,,,,,http://t.co/XzO00sm Stand Up Day (stand up to bullying November 14)
101885152921260033,82011558,n,,,,,,"#DeadpoolSays bullying is wrong, wait, scratch that... Bullying Is FUN!"
102072519363805184,237502177,n,,,,,,@thatcountenance @Lweiting she bully me :(
104855481054539776,335111170,n,,,,,,rebecca black has been bullied out of school but that's what you get when you make crap songs
100976790876602368,87483616,n,,,,,,Then asked me was I old enough to spread em...I said yea spread bullets all over your cranium
101528917592125440,69469872,n,,,,,,cesser l'intimidation - stop bullying.
103864977844207617,69307249,n,,,,,,Aff Amanha Tem Aula Com O Boneco Do Bully De Play  :S
104826899435491328,94912172,n,,,,,,Children with severe #foodallergy bullied - story in the Mail - http://t.co/q3kijVj
108042149437779970,181463343,y,self-disclosure,other,y,victim,none,@Mkaygreene is a bully
108570195546746880,87764203,n,,,,,,@JusLick_Kay Quit Bullying Them
101393229194346496,19300536,n,,,,,,""" Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life; define yourself."""
104028556509716480,313424053,y,self-disclosure,other,n,defender,none,Kids' bullying is an ADULT problem.  Learn more about the role adults play in Bullying Epidemic: Not Just Child's Play. Coming Sept 2011.
106123105822449664,151995997,n,,,,,,"Also, wishing Nick would die from diabetes? THAT'S LOW. And then you claim to be against bullying.. Yeah right!"
106302927731294208,269095847,n,,,,,,"Photoset: › “…he’s sensitive, people bully him, too, and he feels lonely and hasn’t got anybody to talk to,... http://tumblr.com/xxv3y1zfg7"
108467495408635904,74992098,n,,,,,,A common -MYTH- about #Bullying in schools-  ' It's just kids being kids' #education #moms #parents #dads
108906189210927106,247807726,n,,,,,,"In the saga of the bullies: no, I won't allow your kid to bully mine in the grocery store while you watch. #mamabear"
102456954470932481,196318040,n,,,,,,"@vivjones10 haha! They're actually pictures from an anti-bullying campaign, blessem"
104763342576562176,274636968,y,accusation,other,n,accuser,none,[CL7] Who bully jjongie?!!! *angry* http://t.co/tZTFCbX
106037183856648192,10088582,n,,,,,,Documentary about bullying of gays showing at Newbury Park community forum Aug 19th http://bit.ly/qODBSo
108966853661032448,14136089,n,,,,,,"@aliendeallstar @gugou complô, agora? bullying?"
102513594234699776,228305170,n,,,,,,"Then I thought he bullied me because he loved me, but he prooved I was wrong , one more time."
106365602037374977,164811132,n,,,,,,@NadiraGandhi rip wat r u threatenin me on tha web u bully
108160516131799040,224619837,y,report,other,n,reporter,none,"U all should whatch this video about bullying, and help take apart in ending it http://t.co/XVsagvI @bellathorne143"
109032023129210880,112493012,n,,,,,,"@YungPaidBlessed , He Used To Bully Yall In The Bathroom , Ll"
100389920983617536,333576880,n,,,,,,Lls im out she aint rockin thats wat im talkin bout bully
103656353926619137,40430822,n,,,,,,@tearsellingboy im sorry will u stop bullying me now im having a heart attack!
105689281854574592,96792102,y,report,other,n,reporter,none,@LysaTerKeurst Whoa! this is the deepest truth of all - DON'T BE YOUR OWN BULLY! Truth will silence toxic thoughts & words!
108149010929434624,122826164,n,,,,,,"One day, our OCs get bullied at school. What's their reaction? @sasunarukawaii @uchimouchi @Algarich @HarunoMizuhime @michiryan"
108549768187351041,61734729,n,,,,,,"@DemiSelenaArmy @TheDLNation @mrDdlovato I was never really bullied by other kids, but I had to deal with simi… (cont) http://t.co/ump5IpO"
107258674598256640,201036826,y,report,other,n,reporter,none,"@pete_zar that wasn't bullies that was a random attack :L and lol, you, bully me? don't even pretend you do :L"
100075342470979584,98596937,n,,,,,,@KabThaDon bro i listen to numbers every morning real bully issh
105790821579751427,165142562,n,,,,,,i wish the whole bulling-everything-that-breathes fad would go out tho #realtalk
105946088254619648,20151008,y,accusation,other,n,accuser,anger,@PaytonRaeMusic i love your stomp out bullying video! very inspirational(: i think i will enter...♥ http://t.co/C6NqqwC)
108069148759818240,101243394,n,,,,,,played Bully: Scholarship Edition (360) in the last 24 hours. http://t.co/idp64dt
102157160586289153,140507350,n,,,,,,@ChronIcVamPz I actually got bullied myself as well and tbh I don't really wanna talk about it &gt;.&lt;
106167344593776640,182229724,n,,,,,,This sat Club Gravity! 'Bedroom Bully' Music by Hot 97 & Power 105.1 Everyone free before 12  http://t.co/vw1RueY ;..
108923568896753664,161030937,n,,,,,,"What is this I hear about cyber-bullying. #GrammarNAZIs, tell your leader Alphabet Hitler that his days of #evildoing are numbered!!!"
103053755540447232,22076089,y,report,other,n,reporter,none,"@HilzFuld i disagree again- naked women is not a form of protest against bullying, its cheap."
104757138236256256,90347854,n,,,,,,"The 64 was the school bully with its crude graceless blocky graphics, the Speccy the beautiful underdog with its charming colour clash."
108734297799794688,160762953,n,,,,,,The Article Bully Domination System – Grab Your Copy TODAY! http://t.co/AbvR1OE
101350546191028225,217512290,n,,,,,,@Richdolarz keep comin at @AYEVERB  so he can get some views i hate a nigga dat try to get on dat bully shit to make they self look good
101658757964103680,207773364,y,self-disclosure,other,n,defender,none,@JeffersonObama The Bully on the Pulpit.  #ChrisChristiePresidentialTourBusName #p2
104181309462683649,89790939,y,self-disclosure,other,n,victim,none,@AHankeyPankey name calling isnt nice and it's bullying too #stupid lol
102821471642062849,223852913,y,accusation,other,y,accuser,none,"@nolan_aurelia he's a dick to the bully lmaoo that's great, there's on when the dude gets ko'd"
108765071395655680,39955613,n,,,,,,Just Saw A Video On YouTube About A Little Boy Bullying A Big Ass Boy . Personally I Think EveryBody Story Is BS . I Wanna No What Happened
100279498263638016,22147602,n,,,,,,#WorstThingInTheWorld bullying.
104240118818291712,283175818,n,,,,,,I strongly dislike people who think they can bully people just because they are different.
104678160460820480,81249556,n,,,,,,"Cyber bullying and sexting a growing trend among teens: Students across the county are back in school this week,... http://t.co/L5u4q6W"
106719245764788225,280897988,n,,,,,,'Friday' Singer Rebecca Black to Be Homeschooled After Verbal Bullying - FoxNews.com: http://goo.gl/k0QGS #rebeccablack #homeschool
104310338081660928,166190767,n,,,,,,SF Schools Expand Bullying Prevention Program - KDLT News http://t.co/9A1q9qt
105239503526043649,199288197,y,self-disclosure,other,n,victim,relief,@all_lightskin24 follow bck bully
108540719953739776,17234598,n,,,,,,Fresno Bully Rescue. CA. Be sure to check out our website to see all the latest adoptable dogs at our shelter... http://t.co/35uSGwB
108565124180226048,193300181,n,,,,,,i usually can stand jim gray but today i was rooting for him to bully that inept ref #boxing @AntonioTarver
106030123865739265,284534124,n,,,,,,Quelling a bully screed... Educating voters... Helping shed some blue light in a red state... Best Sunday in a long time.
102929080126685185,213775109,n,,,,,,"""Never be bullied into silence. Never allow yourself to be made a victim. Accept no one’s definition of..."" http://t.co/HFVW8Mv"
103294560259682304,225467762,n,,,,,,"@DNas shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc"
105846455754964993,279594353,n,,,,,,"@macstein no jor, I bully Ў☺ΰ in a subtle way, leave d details to me"
103736504534302720,354153517,y,self-disclosure,other,n,defender,none,I just kick over a homeless dude house......  I'm such a bully #thugLife
108493220312383488,180813638,n,,,,,,@catherinebray STOP BULLYING YOUR MUM ABOUT HER GUMS
103526497096187904,30806764,n,,,,,,"Bullying Victims See Lower GPAs, Particularly High Achieving Blacks and Latinos, Study Shows http://t.co/WEa5ieQ"
106155330051903489,93410354,n,,,,,,@mtvnews Do you have any advice for a girl who gets bullied a lot at school??? How do you stay so confident?? #MTVGaga
104719599265783809,7233652,y,self-disclosure,other,n,defender,none,@Imkidrauhl_ Haters gonna hate because they are jealous! I get bullied & I know how it feels but please put a smile on your face?:) &lt;3
106144907848196096,67324537,n,,,,,,"i want to be a cyber-bully, which of you losers is going to tell me how to go about it, please."
107987147990106112,326990654,n,,,,,,BULLYING is NOT ok. I really want everyone to get a long. This is such a big problem all around the world! #StopBullying
108121894066204674,358474782,n,,,,,,#FF THIS PERSON WAS BULLIED BY JESSICA AND THOSE WHO DON'T LIKE OR TALK TO JESSICA SHOULD FOLLOW THIS TWITTER OK. - @jessicahate
106602848489451520,233918001,n,,,,,,"Yeah, that should put an end to the bullying - I know it’s Thursday, Thursday, but I gotta post this on... http://tumblr.com/xbr4164lxe"
103926466609295361,182187424,n,,,,,,#ThingsWeNeedToChange Bullying between teenagers! Definitely is what I think we need to change
108653637261209601,61233101,y,report,other,n,reporter,none,@J2ocean all you do is bully me :(
101749937431261184,353194345,n,,,,,,"@Rissuh123 awe! hahah how cute. i hate the mostttt when kids bully him, i seriously want to strangle them all. -___-"
108939313525440512,301137211,n,,,,,,Mis hermanas me hacen bullying :(
100140283836104704,73545301,n,,,,,,"Victim response may be key to curb bullying, study says http://t.co/xp2HSme"
100648745603043329,156734144,n,,,,,,@HuffingtonPost being black and being bullied in America is nothing new to the majority of black people #dontfetit
101335166525513728,138503909,n,,,,,,"This little boy bulling his baby brother ,"
101794103318159360,181385179,n,,,,,,"So today in my teen leadership class, this girl started crying cuz she's getting bullied. She almost took her life. Words hurt #stopbullying"
106025454883971072,57778752,n,,,,,,"@JKility Yeaah I am! and im younger than you, you're being bullied by someone younger, thats even funnier. &gt;:D ahaha"
108513703422468096,149664572,n,,,,,,My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought
108636558881599489,297529823,n,,,,,,@TedCollins83 No...just bully pits. From what I remember the Johnson Line are good Am Bulldog. If u just want a pet id try a rescue.
107988790777356290,66215035,y,self-disclosure,other,y,victim,none,@owillis @rootless_e don't know their plan so weak leaders they r like follwers on school payground they go after the kid the bully go after
101483313612587008,94043537,y,accusation,other,n,accuser,anger,"America loves the underdog as an archetype, but is itself far removed from the actuality of being the underdog. We are the bully."
102219441806376961,172776701,n,,,,,,Sure this bus is the early teen bully bus :@
103969264553299969,279188342,n,,,,,,Christian Bully?: A local St. Mary's County woman recently confronted a grieving father about an unsubstantiate... http://t.co/7sYw98q
104192446883303424,59948542,n,,,,,,"Lmao XD ""@Cycokid22: Lol Rebecca Black got homeschooled for being bullied alot."""
101384670347931648,301155538,y,self-disclosure,other,n,victim,none,Sometimes you just got to punch a Bully in the mouth.
105689722332004352,195446536,n,,,,,,"@TakeAStand2Day 
No problem and thank you for what your doing about bullies and I will take a stand against bullying. (Thang again).!!!!!!!!"
108665411163267073,187546793,n,,,,,,How To Stop Bullying - Information You Need: Bullying no longer happens just on the school playground. The probl... http://bit.ly/oEuF3G
100646952940740608,66180482,n,,,,,,«@keystonepol Philadelphia's Anti-Bullying Programs a Model for Nation http://t.co/XQU0KIs #papolitics»
101005489915166722,226218665,n,,,,,,"Seriously, does anyone who's worked not have a story about workplace #bullying from some time in their career? Just curious."
107097159303827456,359830390,n,,,,,,@djlogansama u lot should be bullying that league man.
101008486179160064,153284292,n,,,,,,Dailymotion - Casey Heynes vs Bully http://t.co/azxBimV via @DailymotionENSERIO VEAN ÉSTE VIDEO ESTÁ CAGADÍSIMO!
101678557083877376,38703653,y,accusation,other,y,accuser,none,Mad that someone I'm not fond of is in one of my classes. #Bully
100659773472653312,53960019,n,,,,,,"“@HellenLapas: Sofro bullying na escola..... Why the hell tem um saco de tampinhas de refrigerantes na minha mochila, @Louise_Duarte?”love u"
104269554640883712,233240424,n,,,,,,"@YNWA_16 @alexrpayne im not talking to you anymore, you just bully me :P"
105668341208854528,244817702,n,,,,,,#bb13 WOOHOO I'm so glad Jeff got evicted. He thinks he can say & do what he wants to people. He's such a bully. Aww Dani ur girls came thru
103298006077538305,141075053,y,self-disclosure,other,n,victim,none,"[Fan]: My friend keep bullying me huhu[Jonghyun]: Who is that, bring him/her over~! #JjongUFOReplies"
106238594515079169,37868690,n,,,,,,"Bully of the playground, I will not let you slide BITCH !"
107184248636702721,53460469,n,,,,,,@x_aye_itsTAY ur seven feet tall when u stand on top off TWO chairs lol and yes i remember u gettin bullied like the lil person u are! haha
108415123839913984,24828721,y,self-disclosure,other,n,victim,sadness,"the WWE having an anti-bullying campaign will never, ever make a single ounce of sense."
108494744417611776,56054309,n,,,,,,I favorited a @YouTube video http://t.co/30nSkfD Pink - Perfect (AHMIR cover) - Anti-Bullying video
106775651264110592,321176133,n,,,,,,"Damn, Kurt Cobain got bullied because people thought he was gay cause he hung with a gay kid. Fucked up."
101301835607977985,118959423,n,,,,,,@Shiying_  only know how to torture & bully me
104182282394402816,104360733,n,,,,,,"@LeadingWomen tears at work come from bully bosses. Change the boss or change your job. Cry for our country, then go do something about it!"
107762666738683904,106792949,y,denial,other,n,victim,none,TAMPA: JUL 8: NOW BOOKING: @ScrapBoyz Anti-bully Awareness Tour f. @DJUnk_ItsAgo http://conta.cc/jyUz5a: 404-532-9232
106705407594070016,41126331,n,,,,,,@bellathorne143 I love how much confidence you have. I don't have any because i feel like such a loser when ever i get bullied in school.
102531310492450816,91012437,n,,,,,,Trade of the Day: Gold Miners $GDX Bullish Spread http://t.co/GGMR9TA $$ $options
103301172403769344,72675900,n,,,,,,@YoHoeLikesMeTho lol you're a bully
103881668535914497,20109343,n,,,,,,"@L_L_Q_98 hhaha yes, anyone bully you call me hor."
108404942355697664,320924627,n,,,,,,So The White Gurls Bully The Black Gurls On #BGC? O_o
101379514747199488,15501305,n,,,,,,Online bullying: back to school means back to reality - Sync (blog) http://t.co/qiPHXrQ #family
107973526174179328,31554641,y,report,other,n,reporter,none,I beat that pussy up&it don't fight back im a bully.lol @PlainJanee101
105107028879482880,137407641,n,,,,,,Ridgewood school district adjusting to new anti-bullying policy: New Jersey's Anti-Bullying Bill of Rights Act will... http://t.co/IPcClLx
105850007181213696,109805640,n,,,,,,"@AudreeJo this issue is mostly that James Potter is a bully, even in the Petunia/Vernon backstory he is very unlikeable"
106751303014813696,29421304,n,,,,,,Lol the bully @100MeatHer_Dash is at it again! And she's really good you have to just listen
102529264439660544,134210251,n,,,,,,Cyber bullying is not the way!!
102743711582142464,148416317,n,,,,,,Reblog if you are against bullying - › this must have more notes http://t.co/CCAmcop
102848111680045057,305564466,y,self-disclosure,other,n,defender,none,my cousin called me a bully :( http://t.co/QteOE9W
104993775570526208,243757244,n,,,,,,Kids across Green Country are headed back to school wearing yellow for Lets take a stand against bullying :). Do... http://t.co/JzApYDE
105781984458055680,149347575,n,,,,,,"Be a friend to the person who is being bullied: talk with them, sit with them at lunch, play with them at recess. #stopbullying"
107083900584603648,124852884,n,,,,,,Debe ser Cuatico Que te haga bullying por twitter XD
101896705531838464,43397255,n,,,,,,"@SuperElmo Meet ENZO, the bullied guy, and girls' best friend, until he met the sexy teacher. :))"
104000335592439808,98761350,n,,,,,,"I've bought one of those anti-bullying wristbands. Well, when I say 'bought', I snatched it off some short fat ginger kid..."
105692776271843329,133732887,n,,,,,,i have a bully but she will remain nameless until she takes my lunch money again
105783422085103616,55269438,n,,,,,,"#NEWMUSIC Ca$h Feat. DanMan Tha Bully - ""Throw It Up"" - http://twitrax.com/s/omehf4"
106874761732292608,242458169,y,accusation,other,n,accuser,none,@JosephJ89 bully - pouts-
100669144365674497,243858052,y,accusation,other,y,accuser,none,Secret's Anti-Bullying Campaign Appears to Get Facebook Fans Engaged: Procter & Gamble Co.'s Secret deodorant ap... http://bit.ly/nv26a2
101450786248212480,210176438,n,,,,,,Australia Spends Two Months Deciding Whether Red M&M Is a Bully http://bit.ly/nCtrgd #Advertising
103572152313331712,187977029,n,,,,,,@GraceNgDreamer I want sister lor!! Kor not good de bully me one!
109026169298497536,357183125,n,,,,,,Bullying hurts! Rt if u want it to stop!
102549173668294656,323321322,n,,,,,,"@IphannieBGentle lmaooooo, girl no I'm no bully."
103111053377929216,163144222,y,self-disclosure,other,n,victim,none,Trust me bella people will stop bullying in general if we can get more people to take a stans against it im with you @bellathorne143 :)
107177093162483713,127625761,n,,,,,,@josesieto_ @tateconomides isso é bullying !1!111
108196648378839040,239481491,n,,,,,,Hoje a @mandinhacc e a @_thaitter praticaram bullying contra mim ):
102630777363234816,306001774,n,,,,,,"Read my response to ""Pass This On If You Are Anti-Bullying. #NOH8 ♥"": http://4ms.me/oft1SW"
105124970711105539,172149255,n,,,,,,@chance_second @Joe_Hunter I'm pretty sure Batman bullied Ray Palmer into shrinking the t.rex and penny so he could put them inside his crib
105466990986141696,106335199,n,,,,,,@iAdoreParkerTW @jizstik_nath_tw pfftt im getting bullied on birthday ;) lol cx
100989100592599040,129903842,y,self-disclosure,other,n,defender,empathy,"We should take the ""Stop The Bullying"" & change it to ""Quit Being A Dick."" #fb"
101469251923230721,177387142,n,,,,,,HELP OTHERS AND STOP BULLYING! - @bellathorne143
101841358007971840,212357588,n,,,,,,"@sredrow2 you're a bully! Guess I should pass along the ""get well soon"" bear http://yfrog.com/h3meaudj"
109103477866762240,75077357,n,,,,,,"Awesome post by Peter Switzer about Biz Confidence: Staff bullying, carers leave, wage rises, interest rate rises: http://bit.ly/qLg9br"
101412462523461632,304698316,y,self-disclosure,physical,n,victim,none,@JlNCHAN He's always bullied because of that though. And you'll see that Dongwoo has a weird like for toys lmao
106297618698731520,297269612,y,self-disclosure,other,n,victim,sadness,"Read my response to ""Pass this on to ask your followers if you believe bullying is wrong. If not, then I feel sorr…"": http://4ms.me/mScY6L"
108961899621789696,248892527,y,report,other,n,reporter,none,@utterflea lol.he might say ohya that tablet s nt released yet.nice (when people who seen 3 recessions) bullying kids.# MillenniumJobHunters
103750668170444800,233568916,n,,,,,,Just gave a shit about bullying. Give a Shit at http://t.co/Wchx9kt #giveashit
101456647330865152,60352762,n,,,,,,@LyndseyBoo wow!! Leave lyndsey phone alone!!! #bully's! #pervs
101499780613685249,309374000,n,,,,,,"@VinCastronovo Vinny can I get a GRANDnight please and will u follow me :) STARVE A BULLY, FEED YOUR SOUL, and STAND GRAND :D"
108213945730482176,63125455,y,self-disclosure,other,n,defender,none,#oomf is a bully
106039023943942144,113866343,y,self-disclosure,other,n,bully,none,"@chellsSOgutta haha, what? You got a bullying?"
106085303063810048,210841544,n,,,,,,Top 5 Expert Tips to End Teen Bullying from Dr. Janell Dietz ~ What to Do if Your Kid is a Vi... http://t.co/oumg1p0 via @MommyLTLORiley
108638723868069889,248952808,n,,,,,,"""@IronManMANNY125: I have anger issues that have yet to be resolved""&lt;==Lmaoo u ventin n shit...fuckin bully lml"
109022869564043264,312811873,n,,,,,,@mellymel1155 lol you say picked on like their teasing abd bullying you... but I understand what you mean.
101010060557299712,328722660,n,,,,,,"I liked a @YouTube video http://t.co/CaQHHNc Demi Lovato: ""I was bullied because I was fat"""
103510524691623938,59044624,y,report,other,n,reporter,none,Jayden Is A Bully.
104099884206002177,248078469,y,self-disclosure,other,n,victim,none,my gran just bullied me!
100676606984597504,190932901,n,,,,,,ISPCC's anti-bullying campaign - http://t.co/JF5YzgR
103292290423984128,49462902,y,report,other,n,reporter,none,Someone needa get this @myquotes_swag bitch talking about my dead family members. Ill sho her ass cyber bullying!
104741285600047104,262914441,y,self-disclosure,other,n,defender,none,@CamilleCarelli darling I've been bullied my whole life so watch ur tongue! That was leading a team to success with a little tough love! xx
108698411410276352,254264082,n,,,,,,@LikeAChamp_Ben not if you're gunna bully me~
100267985662509057,100990234,n,,,,,,@akalionrule so what is the answer? let people be bullied out of their own country by the self professed chosen ones (jews)
105766860124983297,101938638,n,,,,,,@MelyMaravish Me odias pq te hago bullying :/
101490272122314752,322301883,n,,,,,,@_ChocolateKisse  Dam Devo get off her . Seesh yu dam bully
107524619417821184,297608762,y,accusation,other,y,accuser,none,"""Courage is fire, and bullying is smoke"". Benjamin Disraeli knew his stuff."
107960533910691841,359672504,n,,,,,,"@gkketch No, we are talking about getting bullied by a bunch of arrogant assholes, and FINALLY getting fed up."
104871679968284672,245791217,n,,,,,,Hate and bullying has to stop!  @wcfcourier Waterloo teen dies from beating injuries http://t.co/tb9uWCF #noh8
105805707600863232,56124649,n,,,,,,"@bulletos_ get outta my room,  crying & shit.  Its not funny -_-"
102002576534409216,350026679,y,report,other,n,reporter,none,@take_aguess. :) when you going home I'm sick of you bullying me :(
103152108387303424,236866301,n,,,,,,@KiaraNicoleex3 Stop Cyber Bullying me bye
108163965749698560,59820085,n,,,,,,Soo FAT need to loose some weight then i might stop being bullied!!! :( Lets hope so! #NeverSayNever
108761956445458432,24202929,n,,,,,,"@lachiedarby yeah, Mum came back all flushed? She really is, such a bully. #notmenopause!?"
104343923446648833,195969857,n,,,,,,Back at good old HRC tonight! time to bully @KatieHalliday haha
108703628696616960,100086004,n,,,,,,#Krejcir State's case looking wobbly. Credibility issues with main witness urologist Marian Tupy who now claims he was bullied by state. MW
108950295761002496,19431976,n,,,,,,"#summermemories @ODHiiipower mom bullying me ;,/"
109098233137082368,363493979,y,self-disclosure,other,n,victim,none,@BarackOMamba the old host of bully beatdown
103511506330714112,29846270,n,,,,,,leave Edski alone bully boy lol..... Thats his kevin n Perry get up!!! :P @rickyp1969 @vinylmasakist @acid_ash
105761192269721600,168851358,y,self-disclosure,other,n,defender,none,I have to confess now I deliberately bullied a poor little word to demonstrate that we must never change what we write to suit twitter etc
104619665032085504,351209780,n,,,,,,@jlowrie12 I loves you.... :) and I was just called a bully via twitter.... ha!
103097898278993920,38228165,y,self-disclosure,other,n,victim,sadness,Teachers bullied and abused on social networking sites http://t.co/GjF4gCS
105434008657211392,295895603,n,,,,,,Por culpa de su bullying me hago ilusiones :(
108222328235761664,164486284,y,self-disclosure,other,n,victim,none,"My son is home from camp and had so much to talk about! Not to mention, he made a lot of friends and stood up to a cussing bully :O"
103117271785930753,312958673,n,,,,,,"I liked a @YouTube videofrom @eldiariodedross http://t.co/2poNRtY BULLYING, que hacer con"
104019461287329792,343522479,n,,,,,,"How to Stop The Cyber Bully - Early Warning Signs, Trust, Openness and Guidance http://t.co/Jpky9Ny"
